                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                            
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 1 -                                                                                                                                                                     
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
       2     150123   502             289       12,000000                    4,13                    0,00                    1,62                 0,00                 0,00                     82,64                      0,00                 
       2     150123   502             289       12,000000                    4,13                    0,00                    1,62                 0,00                 0,00                     82,64                      0,00                 
       2     150380   CCC             311       12,000000                    5,84                    0,00                    2,29                 0,00                 0,00                    116,86                      0,00                 
       2     150380   502             271       12,000000                    4,89                    0,00                    1,92                 0,00                 0,00                     97,94                      0,00                 
       4      72010   605            3970       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       4      72010   611            3968       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       4      72010   611            4099       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       4      72010   611            4504       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       4      72010   611            4816       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       4      72010   611            5001       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       4      72010   611            5314       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       4      72010   611            5497       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       7      39214   605            3741       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       7      39214   611            3739       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       7      39214   611            3813       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       7      39214   611            3956       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       7      39214   611           13739       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       7      39214   611          113739       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       7      39214   611         2113739       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2041       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2145       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2148       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2260       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2350       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2394       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2406       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            2539       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   605            3111       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2040       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2075       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2141       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2144       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2147       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2159       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2188       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2259       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2336       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2349       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2393       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2405       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
       9      34757   611            2538       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 15 -                                                                                                                                                                    
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
--------   --------   --------   --------   -------------   ---------------------   ---------------------   ---------------------   ------------------   ------------------   -----------------------   -----------------------                 
       9      34757   611            3109       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   CCC            4970       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   CCC            7480       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            4804       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            4927       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            4971       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            5079       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            5187       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            5204       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            5293       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            5408       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            5901       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            6236       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            7481       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            7540       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            7671       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            7968       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            8080       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            8206       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            8252       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            8272       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422            8280       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422           12101       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   422         4220289       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   605            4972       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   605            7482       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   605            7541       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   605            7672       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   605            8273       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      22      45730   605           12102       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      26     416981   605            7039       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            8786       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            8855       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            8888       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            8904       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            8918       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            8961       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            9065       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            9082       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            9133       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            9138       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   DDD            9311       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   122            9310       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8466       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8481       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8511       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8579       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8648       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8708       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8739       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8774       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            8952       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            9182       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            9209       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 16 -                                                                                                                                                                    
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
--------   --------   --------   --------   -------------   ---------------------   ---------------------   ---------------------   ------------------   ------------------   -----------------------   -----------------------                 
      31     110321   197            9424       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            9500       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            9614       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197            9767       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110321   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197            5726       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197            5772       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197            5981       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      31     110322   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      45      75587   197         4025197       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   110           21051       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           10198       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           10471       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11177       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11198       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11203       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11204       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11214       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11270       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11287       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11329       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11352       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11517       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11549       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11633       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 17 -                                                                                                                                                                    
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
--------   --------   --------   --------   -------------   ---------------------   ---------------------   ---------------------   ------------------   ------------------   -----------------------   -----------------------                 
      46      39110   197           11666       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11685       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11722       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11730       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46      39110   197           11731       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     304750   197           13272       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     304750   197           13430       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     304750   197           13442       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     304750   197           13473       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     304750   197           13643       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     304750   197           14060       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           31318       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           32662       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           33528       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           33617       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           34096       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           34279       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           34466       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           35872       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           37782       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   110           38125       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   118           34100       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
      46     422792   118           34282       00,000000                    0,00                    0,00                    0,00                 0,00                 0,00                      0,00                      0,00                 
