                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                            
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 1 -                                                                                                                                                                     
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
       2      93789   605             134       12,000000                   37,69                    0,00                   14,79                 0,00                 0,00                    754,43                      0,00                 
       2      94654   DDD             210       12,000000                    4,61                    0,00                    1,80                 0,00                 0,00                     92,22                      0,00                 
       2      94654   DDD             216       12,000000                    7,76                    0,00                    3,04                 0,00                 0,00                    155,25                      0,00                 
       2      94654   DDD             218       12,000000                    6,22                    0,00                    2,44                 0,00                 0,00                    124,48                      0,00                 
       2      94654   DDD             222       12,000000                    4,61                    0,00                    1,80                 0,00                 0,00                     92,22                      0,00                 
       2      94695   CCC             162       12,000000                    3,86                    0,00                    1,51                 0,00                 0,00                     77,17                      0,00                 
       2      94695   532             163       12,000000                    0,11                    0,00                    0,04                 0,00                 0,00                      2,15                      0,00                 
       2      94695   532             173       12,000000                    0,11                    0,00                    0,04                 0,00                 0,00                      2,15                      0,00                 
       2      94695   605             164       12,000000                    1,29                    0,00                    0,50                 0,00                 0,00                     25,79                      0,00                 
       2      94769   605             229       12,000000                    3,79                    0,00                    1,48                 0,00                 0,00                     75,77                      0,00                 
       2      94769   605             234       12,000000                    3,90                    0,00                    1,52                 0,00                 0,00                     78,00                      0,00                 
       2      94769   605             235       12,000000                    1,18                    0,00                    0,46                 0,00                 0,00                     23,66                      0,00                 
       2      94769   605             238       12,000000                    3,83                    0,00                    1,50                 0,00                 0,00                     76,56                      0,00                 
       2      94769   605             254       12,000000                   37,94                    0,00                   14,89                 0,00                 0,00                    759,44                      0,00                 
       2      94820   502             179       12,000000                    4,03                    0,00                    1,58                 0,00                 0,00                     80,66                      0,00                 
       2      94820   502             185       12,000000                    4,03                    0,00                    1,58                 0,00                 0,00                     80,66                      0,00                 
       2      94820   502            1496       12,000000                    4,03                    0,00                    1,58                 0,00                 0,00                     80,66                      0,00                 
       2      95153   605             238       12,000000                   11,09                    0,00                    4,35                 0,00                 0,00                    221,99                      0,00                 
       2      95153   605             238       12,000000                   11,09                    0,00                    4,35                 0,00                 0,00                    221,99                      0,00                 
       2      95153   605             238       12,000000                   11,09                    0,00                    4,35                 0,00                 0,00                    221,99                      0,00                 
       2      95270   532             664       12,000000                    6,02                    0,00                    2,36                 0,00                 0,00                    120,52                      0,00                 
       2      95365   CCC             700       12,000000                    1,63                    0,00                    0,64                 0,00                 0,00                     32,71                      0,00                 
       2      95365   502             670       12,000000                    3,19                    0,00                    1,25                 0,00                 0,00                     63,84                      0,00                 
       2      95365   502             701       12,000000                    7,37                    0,00                    2,89                 0,00                 0,00                    147,51                      0,00                 
       2      95365   532             671       12,000000                    1,56                    0,00                    0,61                 0,00                 0,00                     31,27                      0,00                 
       2      95365   605             702       12,000000                   15,57                    0,00                    6,11                 0,00                 0,00                    311,69                      0,00                 
       2      95365   605             719       12,000000                    1,41                    0,00                    0,55                 0,00                 0,00                     28,15                      0,00                 
       2      95381   110             586       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95381   110             662       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95381   110             672       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95381   110             673       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95381   110             684       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95381   110             705       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95381   110             722       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95381   110             723       12,000000                    7,50                    0,00                    2,94                 0,00                 0,00                    150,08                      0,00                 
       2      95719   502             165       12,000000                    2,75                    0,00                    1,07                 0,00                 0,00                     55,03                      0,00                 
       2      95719   502             226       12,000000                    2,75                    0,00                    1,07                 0,00                 0,00                     55,03                      0,00                 
       2      95719   502             236       12,000000                    2,75                    0,00                    1,07                 0,00                 0,00                     55,03                      0,00                 
       2      95719   502             244       12,000000                    2,75                    0,00                    1,07                 0,00                 0,00                     55,03                      0,00                 
       2      95719   502             254       12,000000                    2,75                    0,00                    1,07                 0,00                 0,00                     55,03                      0,00                 
       2      95919   502             214       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   502             215       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   502             226       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   502             226       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   502             232       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   502             240       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   502             249       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   532             231       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   532             243       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   532             245       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   532             254       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   532             256       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 7 -                                                                                                                                                                     
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
--------   --------   --------   --------   -------------   ---------------------   ---------------------   ---------------------   ------------------   ------------------   -----------------------   -----------------------                 
       2      95919   532             265       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   532             265       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   861             246       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   861             255       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   861             255       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   861             258       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   861             271       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             259       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             261       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             262       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             264       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             272       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             279       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             286       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             286       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             286       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             286       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      95919   868             379       12,000000                    3,01                    0,00                    1,18                 0,00                 0,00                     60,29                      0,00                 
       2      96148   DDD             236       12,000000                    2,52                    0,00                    0,98                 0,00                 0,00                     50,40                      0,00                 
       2      96148   DDD             248       12,000000                    2,52                    0,00                    0,98                 0,00                 0,00                     50,39                      0,00                 
       2      96148   DDD             256       12,000000                    2,52                    0,00                    0,98                 0,00                 0,00                     50,40                      0,00                 
       2      96385   502             190       12,000000                    7,72                    0,00                    3,02                 0,00                 0,00                    154,51                      0,00                 
       2      96385   502             225       12,000000                    7,72                    0,00                    3,02                 0,00                 0,00                    154,51                      0,00                 
       2      96385   502             227       12,000000                    7,72                    0,00                    3,02                 0,00                 0,00                    154,51                      0,00                 
       2      96385   502             235       12,000000                    7,72                    0,00                    3,02                 0,00                 0,00                    154,51                      0,00                 
       2      96385   502             236       12,000000                    7,72                    0,00                    3,02                 0,00                 0,00                    154,51                      0,00                 
       2      96385   502             625       12,000000                    7,72                    0,00                    3,02                 0,00                 0,00                    154,51                      0,00                 
       2      96387   DDD             619       12,000000                    1,77                    0,00                    0,69                 0,00                 0,00                     35,44                      0,00                 
       2      96387   DDD             640       12,000000                    1,77                    0,00                    0,69                 0,00                 0,00                     35,44                      0,00                 
       2      96387   DDD             689       12,000000                    1,77                    0,00                    0,69                 0,00                 0,00                     35,44                      0,00                 
       2      96387   DDD             718       12,000000                    1,77                    0,00                    0,69                 0,00                 0,00                     35,44                      0,00                 
       2      96387   DDD             768       12,000000                    1,77                    0,00                    0,69                 0,00                 0,00                     35,44                      0,00                 
       2      96448   DDD             226       12,000000                   12,28                    0,00                    4,81                 0,00                 0,00                    245,71                      0,00                 
       2      96448   DDD             228       12,000000                    1,59                    0,00                    0,62                 0,00                 0,00                     31,91                      0,00                 
       2      96484   605             255       12,000000                    8,40                    0,00                    3,29                 0,00                 0,00                    168,15                      0,00                 
       2      96533   DDD             241       12,000000                    7,01                    0,00                    2,75                 0,00                 0,00                    140,38                      0,00                 
       2      96533   DDD             249       12,000000                    7,01                    0,00                    2,75                 0,00                 0,00                    140,38                      0,00                 
       2      96533   DDD             257       12,000000                    7,01                    0,00                    2,75                 0,00                 0,00                    140,38                      0,00                 
       2      96545   DDD             265       12,000000                    5,67                    0,00                    2,22                 0,00                 0,00                    113,45                      0,00                 
       2      96545   DDD             280       12,000000                    5,67                    0,00                    2,22                 0,00                 0,00                    113,45                      0,00                 
       2      96545   DDD             292       12,000000                    5,53                    0,00                    2,16                 0,00                 0,00                    110,58                      0,00                 
       2      96702   CCC             208       12,000000                    3,39                    0,00                    1,32                 0,00                 0,00                     67,81                      0,00                 
       2      96702   502             204       12,000000                    0,11                    0,00                    0,04                 0,00                 0,00                      2,15                      0,00                 
       2      96702   502             204       12,000000                    0,11                    0,00                    0,04                 0,00                 0,00                      2,15                      0,00                 
       2      96810   DDD             197       12,000000                    2,04                    0,00                    0,80                 0,00                 0,00                     40,84                      0,00                 
       2      96810   DDD             211       12,000000                    2,04                    0,00                    0,80                 0,00                 0,00                     40,84                      0,00                 
       2      96810   DDD             213       12,000000                    2,83                    0,00                    1,10                 0,00                 0,00                     56,55                      0,00                 
       2      96810   DDD             216       12,000000                    3,06                    0,00                    1,20                 0,00                 0,00                     61,32                      0,00                 
       2      96810   DDD             225       12,000000                    3,06                    0,00                    1,20                 0,00                 0,00                     61,32                      0,00                 
       2      96810   DDD             226       12,000000                    3,06                    0,00                    1,20                 0,00                 0,00                     61,32                      0,00                 
       2      96829   DDD             280       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             286       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             289       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             292       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 8 -                                                                                                                                                                     
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
--------   --------   --------   --------   -------------   ---------------------   ---------------------   ---------------------   ------------------   ------------------   -----------------------   -----------------------                 
       2      96829   DDD             296       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             296       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             297       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             298       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             300       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             305       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             305       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             309       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             309       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   DDD             328       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   197             304       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      96829   197             317       12,000000                    5,42                    0,00                    2,12                 0,00                 0,00                    108,47                      0,00                 
       2      97024   502             711       12,000000                    3,00                    0,00                    1,17                 0,00                 0,00                     60,03                      0,00                 
       2      97024   502             717       12,000000                    3,00                    0,00                    1,17                 0,00                 0,00                     60,03                      0,00                 
       2      97024   502             736       12,000000                    3,00                    0,00                    1,17                 0,00                 0,00                     60,03                      0,00                 
       2      97024   502            2220       12,000000                    3,00                    0,00                    1,17                 0,00                 0,00                     60,03                      0,00                 
       2      97077   CCC             718       12,000000                    1,09                    0,00                    0,42                 0,00                 0,00                     21,88                      0,00                 
       2      97077   502             719       12,000000                    3,87                    0,00                    1,51                 0,00                 0,00                     77,43                      0,00                 
       2      97077   605             720       12,000000                   25,78                    0,00                   10,11                 0,00                 0,00                    515,92                      0,00                 
       2      97298   502             278       12,000000                   14,27                    0,00                    5,60                 0,00                 0,00                    285,69                      0,00                 
       2      97298   532             281       12,000000                    0,54                    0,00                    0,21                 0,00                 0,00                     10,75                      0,00                 
       2      97484   CCC             226       12,000000                    1,45                    0,00                    0,56                 0,00                 0,00                     28,94                      0,00                 
       2      97484   605             228       12,000000                   13,49                    0,00                    5,29                 0,00                 0,00                    269,95                      0,00                 
       2      97484   868             227       12,000000                   11,98                    0,00                    4,70                 0,00                 0,00                    239,74                      0,00                 
       2      97687   CCC             292       12,000000                    1,49                    0,00                    0,58                 0,00                 0,00                     29,90                      0,00                 
       2      97687   CCC             297       12,000000                    0,60                    0,00                    0,23                 0,00                 0,00                     12,04                      0,00                 
       2      97687   532             293       12,000000                    1,43                    0,00                    0,56                 0,00                 0,00                     28,65                      0,00                 
       2      97699   502             268       12,000000                    4,95                    0,00                    1,94                 0,00                 0,00                     99,09                      0,00                 
       2      97699   502             277       12,000000                    2,75                    0,00                    1,08                 0,00                 0,00                     55,11                      0,00                 
       2      97699   502             293       12,000000                    2,75                    0,00                    1,08                 0,00                 0,00                     55,09                      0,00                 
       2      97738   DDD             269       12,000000                    3,47                    0,00                    1,36                 0,00                 0,00                     69,42                      0,00                 
       2      97738   DDD             290       12,000000                    3,47                    0,00                    1,36                 0,00                 0,00                     69,42                      0,00                 
       2      97738   DDD             317       12,000000                    3,47                    0,00                    1,36                 0,00                 0,00                     69,42                      0,00                 
       2      97738   DDD             331       12,000000                    3,47                    0,00                    1,36                 0,00                 0,00                     69,42                      0,00                 
       2      97797   DDD             748       12,000000                    5,84                    0,00                    2,29                 0,00                 0,00                    116,91                      0,00                 
       2      97797   DDD             748       12,000000                    5,84                    0,00                    2,29                 0,00                 0,00                    116,91                      0,00                 
       2      97797   DDD             783       12,000000                    8,52                    0,00                    3,34                 0,00                 0,00                    170,53                      0,00                 
       2      97797   DDD             831       12,000000                    8,52                    0,00                    3,34                 0,00                 0,00                    170,53                      0,00                 
       2      98060   502             225       12,000000                    1,20                    0,00                    0,46                 0,00                 0,00                     23,95                      0,00                 
       2      98060   502             227       12,000000                    3,72                    0,00                    1,45                 0,00                 0,00                     74,37                      0,00                 
       2      98060   502             249       12,000000                    6,69                    0,00                    2,62                 0,00                 0,00                    133,81                      0,00                 
       2      98238   CCC             304       12,000000                    2,51                    0,00                    0,98                 0,00                 0,00                     50,24                      0,00                 
       2      98238   CCC             304       12,000000                    2,51                    0,00                    0,98                 0,00                 0,00                     50,24                      0,00                 
       2      98238   CCC             307       12,000000                    0,59                    0,00                    0,23                 0,00                 0,00                     11,83                      0,00                 
       2      98238   605             306       12,000000                    7,10                    0,00                    2,78                 0,00                 0,00                    142,05                      0,00                 
       2      98238   861             305       12,000000                    7,02                    0,00                    2,75                 0,00                 0,00                    140,50                      0,00                 
       2      98265   DDD             326       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98265   DDD             337       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98265   DDD             340       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98265   DDD             345       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98265   DDD             350       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98265   DDD             363       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98265   DDD             364       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98265   DDD             371       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
                                                                                                                                                                                                                                                
 ** MX.CLLP.CADALPCL          **        06/10/14        09:33:06        - 9 -                                                                                                                                                                     
                                                                                                                                                                                                                                                
AGENCIA    CONTA      CARTEIRA   CONTRATO   TAXA-CONTRATO        VR-REMUNERATORIO         VALOR-MORATORIO             VALOR-MULTA      DESP-JUD-CUSTAS           HONORARIOS           VL-TOTAL-DIVIDA            VL-TAXA-TARIFA                 
--------   --------   --------   --------   -------------   ---------------------   ---------------------   ---------------------   ------------------   ------------------   -----------------------   -----------------------                 
       2      98265   DDD             389       12,000000                    5,15                    0,00                    2,02                 0,00                 0,00                    103,04                      0,00                 
       2      98335   CCC             264       12,000000                    9,13                    0,00                    3,58                 0,00                 0,00                    182,73                      0,00                 
       2      98335   605             239       12,000000                    7,99                    0,00                    3,13                 0,00                 0,00                    159,88                      0,00                 
       2      98335   605             266       12,000000                   88,47                    0,00                   34,72                 0,00                 0,00                  1.770,76                      0,00                 
       2      98335   868             261       12,000000                    0,11                    0,00                    0,04                 0,00                 0,00                      2,15                      0,00                 
       2      98335   868             265       12,000000                    0,11                    0,00                    0,04                 0,00                 0,00                      2,15                      0,00                 
       2      98378   CCC             302       12,000000                    2,99                    0,00                    1,17                 0,00                 0,00                     59,84                      0,00                 
       2      98378   502             303       12,000000                    8,04                    0,00                    3,15                 0,00                 0,00                    160,89                      0,00                 
       2      98378   502             303       12,000000                    8,04                    0,00                    3,15                 0,00                 0,00                    160,89                      0,00                 
       2      98531   532             790       12,000000                    1,66                    0,00                    0,65                 0,00                 0,00                     33,26                      0,00                 
       2      98531   532             813       12,000000                    0,59                    0,00                    0,22                 0,00                 0,00                     11,71                      0,00                 
       2      98567   605             257       12,000000                   25,39                    0,00                    9,96                 0,00                 0,00                    508,11                      0,00                 
